iter	Logloss
218	0.09913794755
219	0.09892895427
220	0.09874514644
221	0.09859768634
222	0.09846601734
223	0.09825401701
224	0.09808814074
225	0.09784752997
226	0.09759980305
227	0.0974421415
228	0.09711736914
229	0.09683199257
230	0.09663705072
231	0.09647115263
232	0.09633946863
233	0.09622481206
234	0.09606597447
235	0.09595086578
236	0.09589077241
237	0.09574909796
238	0.09559117206
239	0.09547959693
240	0.09516065607
241	0.09490909984
242	0.09482707421
243	0.09449170853
244	0.09433849913
245	0.09418934308
246	0.09409725164
247	0.09391147529
248	0.09383416614
249	0.09362531683
250	0.09346057237
251	0.09329624991
252	0.09318570697
253	0.09300271452
254	0.09285178414
255	0.09263431411
256	0.09253597672
257	0.09242773922
258	0.0921239271
259	0.09205116108
260	0.09191955162
261	0.09166239838
262	0.0915598946
263	0.09134870887
264	0.09119452742
265	0.0910567029
266	0.09084564527
267	0.09067745007
268	0.09034028382
269	0.09021206558
270	0.09005153276
271	0.0897811277
272	0.08956703366
273	0.08937692131
274	0.08914041289
275	0.08892315384
276	0.08877006302
277	0.08862414744
278	0.08836159313
279	0.08825204479
280	0.08804908656
281	0.0879460629
282	0.08778353351
283	0.08755069348
284	0.08746337874
285	0.08730561101
286	0.08708599445
287	0.08693978432
288	0.08679602283
289	0.08670679446
290	0.08663564078
291	0.08630092313
292	0.08613881552
293	0.0859941499
294	0.08587861182
295	0.08578324291
296	0.08563229373
297	0.08547824789
298	0.08537543451
299	0.08513536236
300	0.08499270089
301	0.08485553749
302	0.08467138474
303	0.08445991275
304	0.08434677057
305	0.08422756334
306	0.08405987292
307	0.0839365444
308	0.0838246123
309	0.08374343801
310	0.08362732731
311	0.08351892417
312	0.08343307108
313	0.08314090517
314	0.08291605237
315	0.08274383393
316	0.08255630574
317	0.08245178949
318	0.08231920129
319	0.08217865693
320	0.0819241038
321	0.08172807611
322	0.08164218536
323	0.08156111657
324	0.08134045277
325	0.08124115103
326	0.08114493835
327	0.08098636372
328	0.08078106232
329	0.08057937801
330	0.080493464
331	0.08040865821
332	0.0803251634
333	0.08018053613
334	0.0799817895
335	0.07990705636
336	0.07977933533
337	0.07971176042
338	0.07952909263
339	0.07946496089
340	0.07934362826
341	0.07915148818
342	0.0789989041
343	0.07886009259
344	0.07876059496
345	0.07859063672
346	0.0784388587
347	0.07831617062
348	0.07814722885
349	0.07807737857
350	0.07790806834
351	0.07778665353
352	0.07769175181
353	0.07754548892
354	0.07738486573
355	0.07724262604
356	0.07707654801
357	0.07691724325
358	0.076800251
359	0.07661587228
360	0.07649401287
361	0.07634697332
362	0.07618540822
363	0.07609428874
364	0.07591949256
365	0.07584920442
366	0.07572028545
367	0.07555099035
368	0.07540628609
369	0.07527066914
370	0.07516240157
371	0.07503890728
372	0.07494170757
373	0.07485164287
374	0.07469897589
375	0.07460485018
376	0.07444754963
377	0.0743364944
378	0.07418531919
379	0.07408975447
380	0.07397567802
381	0.07386846526
382	0.07365868095
383	0.07355537849
384	0.0734433815
385	0.07333513658
386	0.07320187787
387	0.0730944994
388	0.07298232912
389	0.07291166514
390	0.07277066122
391	0.07265688614
392	0.07258087283
393	0.07248952727
394	0.07242527334
395	0.07233190845
396	0.07225536772
397	0.07215505641
398	0.072034801
399	0.07192898212
400	0.07176603741
401	0.07164791508
402	0.07153169889
403	0.07141430731
404	0.0713142522
405	0.07125213205
406	0.07112530763
407	0.07103907786
408	0.07090922464
409	0.07080240368
410	0.07061080709
411	0.07047661407
412	0.0703860069
413	0.07024533445
414	0.07014429981
415	0.07004549533
416	0.06993481684
417	0.0698680029
418	0.06975717372
419	0.06966690556
420	0.06955337158
421	0.06943044169
422	0.06933493721
423	0.06920683196
424	0.06907384449
425	0.06897523566
426	0.06887362778
427	0.06876434379
428	0.06866562217
429	0.06852901071
430	0.0684721337
431	0.06839291824
432	0.0683100111
433	0.06820141207
434	0.06810492064
435	0.06800130926
436	0.06794737892
437	0.06786243
438	0.0677867934
439	0.06770415746
440	0.06758421935
441	0.06747569564
442	0.06736033836
443	0.06724021876
444	0.06715369515
445	0.06707660443
446	0.06698321708
447	0.06687874684
448	0.06678793623
449	0.0666881297
450	0.06659226359
451	0.06651164685
452	0.06640872865
453	0.06630517758
454	0.06620616213
455	0.0660342743
456	0.06594115062
457	0.06585843183
458	0.06577170484
459	0.06566165922
460	0.06557758426
461	0.06550891686
462	0.06543584195
463	0.06535615192
464	0.06525119192
465	0.06517809441
466	0.06508514409
467	0.06500399997
468	0.06491686609
469	0.06483628701
470	0.0646929776
471	0.06461646702
472	0.06450378439
473	0.06441743408
474	0.06431577411
475	0.06425904854
476	0.06418634281
477	0.06409003218
478	0.06401166818
479	0.06389903819
480	0.06379483164
481	0.06371519436
482	0.06362657625
483	0.06351827105
484	0.06343355567
485	0.06333849571
486	0.06325480497
487	0.06314950596
488	0.06305112338
489	0.06297841761
490	0.06293538563
491	0.06284619114
492	0.06271970574
493	0.06263703211
494	0.06256814624
495	0.06248395074
496	0.06240342444
497	0.06232906115
498	0.06223687931
499	0.06213519674
500	0.06205917215
501	0.06197563963
502	0.06192720552
503	0.06186027103
504	0.0617686543
505	0.0616867718
506	0.06161555029
507	0.06153825617
508	0.06149414979
509	0.06141207143
510	0.06134099685
511	0.06125977358
512	0.06115310333
513	0.06108618765
514	0.06100944355
515	0.0609523978
516	0.06086478921
517	0.0608019835
518	0.06073081851
519	0.06067162549
520	0.06062552703
521	0.06055113737
522	0.06049201969
523	0.06042299067
524	0.06033964655
525	0.06026015242
526	0.06015874483
527	0.06011126384
528	0.06003362314
529	0.05991259636
530	0.05981106825
531	0.05972195662
532	0.0596056538
533	0.05949182598
534	0.05944400594
535	0.05937397486
536	0.05931014449
537	0.05922896266
538	0.05918767861
539	0.05910968378
540	0.05901498172
541	0.05892111596
542	0.05886033691
543	0.05880179934
544	0.05873506074
545	0.05867226633
546	0.05859580475
547	0.05855897339
548	0.05849674782
549	0.05842488965
550	0.05835832813
551	0.05830430361
552	0.05821604708
553	0.05816798599
554	0.05807991786
555	0.05801209432
556	0.05792436146
557	0.05784812591
558	0.05776301121
559	0.05770198279
560	0.05764298942
561	0.05754965107
562	0.05746507507
563	0.05735239246
564	0.05725856815
565	0.05718387712
566	0.05709504426
567	0.05703215567
568	0.05697866986
569	0.05689673462
570	0.05678339277
571	0.05670719112
572	0.05660770102
573	0.05649108929
574	0.05642853975
575	0.05638808823
576	0.05629781253
577	0.0562109461
578	0.05615523761
579	0.05610191755
580	0.05603253067
581	0.05596341124
582	0.05583901663
583	0.05577472287
584	0.05570939318
585	0.05562510717
586	0.05557611932
587	0.05548491691
588	0.05542385539
589	0.05538582616
590	0.0553114252
591	0.05520384327
592	0.05515394377
593	0.05507600171
594	0.05498107738
595	0.05492220833
596	0.05485676563
597	0.05477756157
598	0.05470408356
599	0.05461784251
600	0.05455740254
601	0.05446779741
602	0.05439082729
603	0.05432106744
604	0.05427498026
605	0.05424430447
606	0.05416248225
607	0.05407537476
608	0.05400231488
609	0.05395242291
610	0.05387807467
611	0.05385018961
612	0.05382164222
613	0.0537689626
614	0.05368366706
615	0.0536355306
616	0.05357520367
617	0.05350444927
618	0.05343163807
619	0.05331019308
620	0.05324116406
621	0.05316805146
622	0.05311228276
623	0.05306612403
624	0.05296974936
625	0.05290551963
626	0.05285372903
627	0.05278800002
628	0.05271582167
629	0.05266768519
630	0.05261635414
631	0.05254095866
632	0.05247635979
633	0.05242789555
634	0.05237075183
635	0.05231160777
636	0.05226189663
637	0.05218939431
638	0.05212972662
639	0.05206128902
640	0.05199507782
641	0.05191431793
642	0.05183558473
643	0.05178138692
644	0.05174031383
645	0.05166234916
646	0.05155485015
647	0.05149884038
648	0.05144726074
649	0.05135770078
650	0.05129869613
651	0.05122359827
652	0.05118026108
653	0.05112705404
654	0.05108371689
655	0.05101687281
656	0.05090820976
657	0.05084937082
658	0.05077571576
659	0.05070952716
660	0.05062802138
661	0.05055673138
662	0.05050627434
663	0.05044828678
664	0.05037780365
665	0.05031077874
666	0.05024119593
667	0.0501801005
668	0.05011015606
669	0.05006461138
670	0.05001141942
671	0.04996974729
672	0.04992310259
673	0.0498703363
674	0.04979450007
675	0.04972799505
676	0.04966900545
677	0.0496034271
678	0.04956434682
679	0.04952358642
680	0.04947548006
681	0.04943101654
682	0.04934616179
683	0.04928581602
684	0.04918871049
685	0.04913105822
686	0.04907872515
687	0.04902192428
688	0.04898239947
689	0.04893754794
690	0.04890246836
691	0.04885391751
692	0.04877872542
693	0.04872902181
694	0.04869116585
695	0.04863868586
696	0.04857811029
697	0.04852127926
698	0.04847398664
699	0.04840923332
700	0.04830934768
701	0.04826394606
702	0.04821909831
703	0.04816138577
704	0.04809973281
705	0.04803310722
706	0.04799123926
707	0.04791990849
708	0.0478505329
709	0.04781249234
710	0.0477505983
711	0.04770407039
712	0.04765237018
713	0.04758963606
714	0.04755017154
715	0.04749386035
716	0.04742857588
717	0.04736804174
718	0.0473282796
719	0.04729087946
720	0.047236482
721	0.04720619045
722	0.04714960429
723	0.04707792316
724	0.04700882633
725	0.04697624436
726	0.04692719247
727	0.04686592375
728	0.04682450031
729	0.04677964124
730	0.04674291542
731	0.04668064088
732	0.04660642074
733	0.04656142982
734	0.04652641805
735	0.04646661098
736	0.04638559116
737	0.04633311117
738	0.04628288016
739	0.04620143466
740	0.04616122794
741	0.04609659896
742	0.04605294914
743	0.04599249787
744	0.04592383051
745	0.04586681043
746	0.04581989827
747	0.04577912278
748	0.04573430515
749	0.04566033741
750	0.04558357446
751	0.04550729746
752	0.04543642255
753	0.04534812836
754	0.04530922137
755	0.04525119241
756	0.04521244364
757	0.04513728172
758	0.04508750277
759	0.04503950944
760	0.04499982642
761	0.04495640639
762	0.04489892363
763	0.04484748339
764	0.04477616772
765	0.04469567528
766	0.04463751068
767	0.04460806674
768	0.0445536391
769	0.04448890085
770	0.0444301825
771	0.04439679436
772	0.04433903659
773	0.04427594081
774	0.04423495436
775	0.04416308492
776	0.04408122503
777	0.04403181526
778	0.04396240956
779	0.04390954905
780	0.04386386121
781	0.04379989525
782	0.04375694235
783	0.04369823526
784	0.04364135903
785	0.0435992123
786	0.04356408751
787	0.04352225345
788	0.04346159124
789	0.04341899245
790	0.04336639945
791	0.04332055339
792	0.04327278986
793	0.04322431434
794	0.04315482573
795	0.04312844823
796	0.04307081103
797	0.04301231116
798	0.04297831275
799	0.04293937939
800	0.04291520939
801	0.04286162563
802	0.04277552018
803	0.04272645699
804	0.04266924924
805	0.0426160761
806	0.04256644028
807	0.04251858255
808	0.04246454297
809	0.04242137913
810	0.04235313367
811	0.04230144102
812	0.04225619017
813	0.04223539557
814	0.04217653784
815	0.0420767087
816	0.04203758322
817	0.04198414261
818	0.04195062639
819	0.04187326069
820	0.0418229016
821	0.04176738154
822	0.04170395425
823	0.04165590441
824	0.04158962917
825	0.04153855056
826	0.04147319075
827	0.04140113293
828	0.04137115782
829	0.04133447344
830	0.04127977837
831	0.04123182272
832	0.04119612909
833	0.0411567286
834	0.04110749212
835	0.04105503097
836	0.04099769889
837	0.04096825118
838	0.04093765449
839	0.04090894137
840	0.0408616864
841	0.04081362903
842	0.04077317375
843	0.04073469244
844	0.04069155495
845	0.04064040474
846	0.0406010683
847	0.04056766509
848	0.04053598724
849	0.04049654531
850	0.04043661016
851	0.04038682367
852	0.04032046172
853	0.04029113081
854	0.04023179838
855	0.04017270707
856	0.04013700214
857	0.0401075469
858	0.04005744774
859	0.04000942428
860	0.03994327335
861	0.03989515194
862	0.03985526549
863	0.03980418311
864	0.03976775866
865	0.03971572319
866	0.03966390999
867	0.03962565095
868	0.03958995355
869	0.03953524719
870	0.03950130528
871	0.03945136058
872	0.03940727754
873	0.03936687876
874	0.03932168818
875	0.03928218222
876	0.03923877726
877	0.03920623296
878	0.03918514072
879	0.03913127068
880	0.039088201
881	0.03904507856
882	0.03897783516
883	0.0389252949
884	0.03888560811
885	0.03883529044
886	0.03879838756
887	0.03873794008
888	0.03870109371
889	0.03865464491
890	0.03859605088
891	0.03853329791
892	0.0384980036
893	0.03843852802
894	0.03840891834
895	0.03837178565
896	0.03833704137
897	0.03828526514
898	0.03825753524
899	0.03820598197
900	0.03816492017
901	0.0381197748
902	0.03806335439
903	0.03800719768
904	0.03795571598
905	0.03791414185
906	0.03786869134
907	0.03784911353
908	0.03777586532
909	0.03774517822
910	0.03769034754
911	0.03764329976
912	0.03760102871
913	0.03756284943
914	0.03752870722
915	0.03749121667
916	0.03745248296
917	0.0373868293
918	0.03732178591
919	0.03728755393
920	0.0372288996
921	0.03716143771
922	0.0371253184
923	0.03709558439
924	0.03704955374
925	0.03702095363
926	0.03696086026
927	0.03693111493
928	0.03689258841
929	0.03685224238
930	0.03681694807
931	0.03679118462
932	0.03674397862
933	0.03671806827
934	0.0366871928
935	0.03663705973
936	0.03660399557
937	0.0365408094
938	0.0365106836
939	0.03646885708
940	0.03643383024
941	0.0364009582
942	0.0363672197
943	0.03631868767
944	0.03627356867
945	0.03622080617
946	0.03616164326
947	0.03611254239
948	0.03606199118
949	0.03602532187
950	0.03599738101
951	0.03596624562
952	0.03593683183
953	0.03588157923
954	0.03583149514
955	0.03580208885
956	0.03577228326
957	0.03573020434
958	0.03569439772
959	0.03565069136
960	0.03562388817
961	0.03558837912
962	0.03555536393
963	0.03552763027
964	0.03546971053
965	0.0354229905
966	0.03538691639
967	0.03535327209
968	0.03530393389
969	0.0352701766
970	0.03524636076
971	0.03522098532
972	0.03516721695
973	0.03511396095
974	0.03508000398
975	0.03503226305
976	0.03500030266
977	0.03494572812
978	0.03491946364
979	0.03487901966
980	0.03484955688
981	0.03482723659
982	0.03478032066
983	0.03473538249
984	0.03465726713
985	0.03460970702
986	0.03458538262
987	0.03454926707
988	0.03451051077
989	0.03445859962
990	0.03442099605
991	0.03439931241
992	0.03436931847
993	0.0343050285
994	0.03428507398
995	0.03425067625
996	0.03420789664
997	0.03416163992
998	0.0341230155
999	0.03407791906
1000	0.03402297914
1001	0.03397282724
1002	0.03392181269
1003	0.03388523379
1004	0.03386309055
1005	0.03383119418
1006	0.03378943924
1007	0.03376935284
1008	0.0337286075
1009	0.03368113404
1010	0.03363480956
1011	0.03360144026
1012	0.03356693703
1013	0.0335263047
1014	0.03346265139
1015	0.03341545669
1016	0.03337879492
1017	0.03335369448
1018	0.03332398307
1019	0.0332680373
1020	0.03323428751
1021	0.03320373603
1022	0.03316715338
1023	0.03313523066
1024	0.03309423291
1025	0.03307172424
1026	0.0330187696
1027	0.03297438519
1028	0.03295189538
1029	0.03291533906
1030	0.03289207322
1031	0.03285853438
1032	0.03282439658
1033	0.0327840091
1034	0.03272955513
1035	0.03267753474
1036	0.03264345724
1037	0.03260359339
1038	0.03257405527
1039	0.03254314591
1040	0.03252078416
1041	0.03248776897
1042	0.03244784487
1043	0.03243424549
1044	0.0323871186
1045	0.03235899311
1046	0.03231255938
1047	0.03225356229
1048	0.03221198063
1049	0.03215557151
1050	0.03213019231
1051	0.032094623
1052	0.03205896328
1053	0.03198929385
1054	0.03195840709
1055	0.0319261943
1056	0.03189265548
1057	0.03186274818
1058	0.03183160902
1059	0.03178068863
1060	0.03174994121
1061	0.03170895853
1062	0.03168138685
1063	0.03163116715
1064	0.03158391971
1065	0.03154740297
1066	0.03151142492
1067	0.03148241232
1068	0.03146251618
1069	0.0314319308
1070	0.03137792323
1071	0.03133982994
1072	0.0312981824
1073	0.03128192343
1074	0.0312552408
1075	0.03120271938
1076	0.03114008695
1077	0.0310972546
1078	0.03106799713
1079	0.03100871746
1080	0.03096643888
1081	0.03094724528
1082	0.03092844726
1083	0.03089017692
1084	0.03085492405
1085	0.03080396414
1086	0.03077624931
1087	0.03073844044
1088	0.03069736923
1089	0.03066395849
1090	0.03062369344
1091	0.03057376946
1092	0.03053226314
1093	0.03050344831
1094	0.03047445642
1095	0.03044715598
1096	0.03040551593
1097	0.03035953613
1098	0.03032787711
1099	0.030305376
1100	0.03026142858
1101	0.03023395673
1102	0.03018717077
1103	0.03016390872
1104	0.03012476061
1105	0.03010714548
1106	0.03007171179
1107	0.03003930122
1108	0.03002464517
1109	0.02999112896
1110	0.0299607583
1111	0.02991719137
1112	0.0298794748
1113	0.02986751223
1114	0.02984252105
1115	0.02980601184
1116	0.02977685419
1117	0.02974525921
1118	0.02971891562
1119	0.02966690653
1120	0.02962987745
1121	0.02959367338
1122	0.02955146449
1123	0.02952825324
1124	0.02949032758
1125	0.02946415163
1126	0.02942531433
1127	0.02939091095
1128	0.02935553192
1129	0.02933093063
1130	0.02931022833
1131	0.02926339528
1132	0.02922815183
1133	0.02919325307
1134	0.02917195368
1135	0.02913507343
1136	0.02910679164
1137	0.02906340741
1138	0.02902737097
1139	0.02898893864
1140	0.02893895627
1141	0.02890491641
1142	0.02885695322
1143	0.02882225036
1144	0.02879462217
1145	0.0287566758
1146	0.02872582669
1147	0.02870801379
1148	0.02868564264
1149	0.02864463735
1150	0.02860428001
1151	0.0285726436
1152	0.02855077725
1153	0.02852251053
1154	0.02848358471
1155	0.02846690759
1156	0.028445401
1157	0.02841226526
1158	0.02839689911
1159	0.0283711262
1160	0.02833489388
1161	0.0282970511
1162	0.0282568388
1163	0.02822195699
1164	0.02818991372
1165	0.02817412565
1166	0.02814158888
1167	0.02812697241
1168	0.0281025086
1169	0.0280875286
1170	0.02805566802
1171	0.02803971796
1172	0.02801503191
1173	0.02799372122
1174	0.02794770566
1175	0.02792181222
1176	0.02789866128
1177	0.02784656365
1178	0.0278249271
1179	0.02779998489
1180	0.02777018683
1181	0.02774244187
1182	0.02771293388
1183	0.02768029541
1184	0.02766791659
1185	0.02764051444
1186	0.02760844103
1187	0.02758237998
1188	0.02755404922
1189	0.02750184235
1190	0.02747617685
1191	0.02745103497
1192	0.02741340881
1193	0.02739215085
1194	0.02737019974
1195	0.0273289948
1196	0.02730889712
1197	0.0272746934
1198	0.02725611576
1199	0.02723042012
